	X09_11_N_N_0	X09_13_N_N_0	X09_24_N_N_0	X09_8_N_N_0	X10_11_N_N_0	X10_13_N_N_0	X10_24_N_N_0	X10_8_N_N_0	X11_11_N_N_0	X11_13_N_N_0	X11_24_N_N_0	X11_8_N_N_0	X12_11_N_N_0	X12_13_N_N_0	X12_24_N_N_0	X12_8_N_N_0	X13_11_N_N_0	X13_13_N_N_0	X13_24_N_N_0	X13_8_N_N_0	X14_11_N_N_0	X14_13_N_N_0	X14_24_N_N_0	X14_8_N_N_0
Zotu13996	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Zotu4871	1	0	3	1	0	1	0	1	2	0	2	0	0	0	0	0	3	2	0	0	0	2	0	1
Zotu3087	0	1	0	3	0	1	1	0	2	0	1	1	4	0	0	1	1	3	2	2	2	3	2	0
Zotu14531	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu392	1	0	0	0	0	5	1	2	17	0	1	0	1	0	1	52	0	0	0	0	0	0	0	14
Zotu10408	2	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
Zotu4456	1	1	3	0	0	5	1	1	3	3	0	0	1	6	6	0	2	1	0	0	0	0	0	0
Zotu9363	0	2	0	2	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Zotu16410	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu15285	1	1	0	0	3	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0
Zotu3206	1	2	2	2	2	5	5	4	0	2	0	1	0	0	3	0	0	1	0	0	0	0	1	2
Zotu15550	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
Zotu1491	1	2	0	6	1	5	0	6	2	2	0	13	2	5	0	4	6	4	0	18	2	1	0	2
Zotu5246	1	1	0	1	0	4	0	0	0	7	1	0	0	1	0	1	2	0	1	0	1	0	0	1
Zotu14490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Zotu4266	1	3	0	2	2	1	2	0	3	1	2	2	1	1	1	0	0	0	0	1	0	0	1	1
Zotu1177	2	5	4	1	1	4	3	0	2	1	6	9	4	6	4	7	4	6	1	2	0	0	3	3
Zotu15804	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	1	2	2	0	0	1
Zotu14572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Zotu6446	1	4	3	0	0	0	1	2	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
Zotu16721	1	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu16703	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2
Zotu2092	3	2	10	1	2	1	8	7	1	0	2	0	1	2	2	2	2	5	3	0	0	1	2	0
Zotu10673	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
Zotu17502	1	0	3	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu6139	1	4	0	1	2	0	1	0	1	1	0	0	0	2	0	3	1	0	5	1	0	0	0	0
Zotu4590	0	0	0	0	1	0	0	0	0	0	2	18	0	2	2	3	0	0	1	1	0	0	0	3
Zotu18022	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu3493	0	0	2	1	0	0	1	0	5	0	3	1	0	0	0	0	0	0	1	0	0	0	3	2
Zotu12989	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9080	1	0	1	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Zotu4387	0	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0
Zotu17434	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Zotu7988	3	3	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0
Zotu17487	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1560	1	1	6	1	0	1	11	0	1	2	1	0	1	10	37	2	7	1	7	1	0	0	2	2
Zotu14494	1	4	2	0	1	0	2	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	0
Zotu17862	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0
Zotu4476	2	1	2	0	0	1	2	0	2	3	3	1	0	0	2	3	4	0	0	0	1	0	0	4
Zotu11314	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Zotu5315	1	2	1	0	0	0	1	1	1	1	0	1	0	2	7	1	0	1	2	0	0	0	0	0
Zotu12107	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Zotu5814	2	2	0	0	0	0	0	2	1	1	1	0	3	1	0	0	0	2	0	0	0	0	2	1
Zotu988	1	0	0	2	5	3	1	2	4	3	1	0	6	5	2	6	2	3	4	2	9	3	3	5
Zotu5632	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	0	2	6
Zotu11346	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Zotu2433	1	1	2	0	6	3	4	0	2	2	2	0	0	2	11	1	2	0	4	9	0	2	0	0
Zotu5299	1	1	3	2	1	1	0	1	1	2	2	0	1	1	0	6	0	0	1	0	2	6	0	1
Zotu4948	0	1	0	3	1	4	0	1	3	8	3	4	5	8	3	0	1	0	0	0	0	0	0	1
Zotu12908	0	1	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu11016	2	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	2	0	0	0
Zotu3447	0	1	1	2	0	0	1	2	1	1	2	1	2	1	0	4	0	0	1	1	3	0	3	2
Zotu12076	1	0	3	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu6308	2	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu16058	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Zotu3949	1	0	1	0	1	0	1	0	0	0	1	1	6	1	1	1	1	3	1	1	2	1	2	1
Zotu5183	0	0	4	1	1	0	1	1	0	0	2	3	2	0	0	0	0	0	1	0	0	3	0	0
Zotu5117	0	0	1	0	0	0	0	0	2	0	7	2	0	2	0	1	1	2	1	0	0	0	0	1
Zotu12089	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
Zotu9695	0	4	1	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
Zotu15616	1	0	0	0	1	0	0	0	2	2	0	2	1	0	1	3	1	0	0	1	0	0	1	0
Zotu13580	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	1	0	0	0	0	0	0
Zotu2244	2	7	1	3	4	3	1	2	2	0	0	1	0	0	1	0	3	1	0	1	2	0	1	2
Zotu6929	1	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu2480	0	2	0	0	0	1	1	0	0	0	0	2	4	0	2	0	1	0	1	3	3	0	3	1
Zotu8731	1	1	0	1	0	0	0	0	1	1	0	0	1	0	1	2	0	1	0	2	2	1	2	4
Zotu6463	1	1	0	0	1	3	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1
Zotu12910	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Zotu8728	1	0	0	0	1	1	0	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0
Zotu15002	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	1	1	0	0
Zotu7913	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8	1	0	0	0	0	0
Zotu12043	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Zotu2370	2	2	2	3	0	0	1	2	2	2	12	4	1	6	2	3	1	4	5	1	3	0	0	1
Zotu14901	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17755	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1
Zotu7747	1	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Zotu11116	0	1	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
Zotu4838	2	1	0	1	5	4	1	1	1	0	0	0	0	1	2	1	0	2	1	1	1	1	3	1
Zotu2242	1	2	1	1	2	3	2	2	0	5	0	2	1	1	0	1	2	7	1	1	2	20	1	2
Zotu4875	1	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0
Zotu14083	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12319	1	6	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu14370	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu2796	2	1	0	0	2	0	5	1	2	2	2	4	0	2	1	2	1	4	1	2	1	3	0	1
Zotu3700	0	1	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	12	3
Zotu12041	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu9548	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	2
Zotu18186	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu5654	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	1
Zotu3378	1	1	3	1	1	0	1	0	24	6	2	0	4	3	0	2	0	0	1	1	0	1	0	0
Zotu6247	1	0	0	0	1	0	1	1	0	1	0	1	4	2	0	1	0	1	0	1	0	1	1	0
Zotu6529	1	0	2	0	2	0	1	1	1	1	0	0	0	0	0	1	0	3	0	1	0	1	0	0
Zotu8549	0	1	2	0	0	0	2	0	0	2	1	1	0	1	0	4	0	0	0	0	0	1	0	0
Zotu8153	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5
Zotu15413	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	1
Zotu15923	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu11154	2	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu7871	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	0	0
Zotu7307	1	0	0	0	3	0	0	0	0	4	0	1	1	0	3	0	0	0	1	0	0	0	0	0
Zotu13427	2	2	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1
Zotu13561	0	1	0	0	1	1	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
Zotu13585	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Zotu7384	1	1	0	0	3	0	0	0	0	1	0	0	1	1	0	3	7	0	2	1	0	1	0	0
Zotu8613	1	0	0	1	0	0	2	0	3	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
Zotu5874	2	1	1	4	1	1	1	0	0	0	0	1	2	1	0	0	1	1	1	1	6	1	3	2
Zotu5171	1	0	3	0	0	0	0	0	4	0	2	1	0	0	0	1	0	0	3	3	1	0	1	1
Zotu2552	0	1	1	1	0	8	2	1	1	0	0	0	0	0	0	0	1	1	1	1	9	1	6	5
Zotu17512	1	0	0	0	0	0	0	0	0	0	0	5	1	3	0	0	0	0	0	0	1	1	3	0
Zotu1477	3	5	0	0	1	2	0	5	2	0	0	3	2	1	0	3	9	6	2	9	3	3	3	10
Zotu1494	1	1	2	2	1	3	1	0	0	0	1	0	3	0	0	1	3	0	0	0	14	0	2	0
Zotu3498	0	13	0	2	1	1	6	1	0	0	0	0	0	0	0	0	1	3	0	1	0	2	5	1
Zotu10840	1	0	0	1	0	0	2	1	0	0	2	0	0	1	0	0	1	1	1	2	0	2	0	0
Zotu15012	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0
Zotu15494	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Zotu9225	1	0	0	0	2	3	7	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2
Zotu2415	2	7	1	2	3	5	1	3	1	0	0	1	3	3	0	1	3	2	0	6	5	2	0	1
Zotu4405	1	1	0	2	0	3	4	0	2	2	0	1	1	3	0	0	2	2	0	0	0	2	1	1
Zotu5652	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	4	1	4	1	0	0	3
Zotu5908	1	2	1	1	0	0	0	0	1	0	1	0	2	1	1	0	0	1	0	0	3	0	0	0
Zotu15892	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0
Zotu11829	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1
Zotu9911	1	1	2	2	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0
Zotu2316	1	2	3	0	1	4	2	0	1	1	0	3	6	5	0	3	0	2	5	5	1	5	0	0
Zotu10894	1	2	0	3	1	0	1	0	0	0	1	1	1	1	3	1	0	1	0	0	1	1	4	1
Zotu5048	2	0	3	1	3	0	0	1	1	0	1	2	0	0	0	0	0	1	0	0	2	1	1	0
Zotu6791	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1
Zotu15904	2	2	1	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
Zotu9303	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Zotu12773	0	0	1	0	0	0	0	1	0	1	11	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu15870	1	0	0	1	2	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	1	0
Zotu5771	1	1	1	2	0	0	1	0	1	2	1	0	0	1	4	1	1	0	2	1	0	4	0	0
Zotu8460	5	1	0	0	0	1	1	0	1	2	4	2	0	4	1	0	1	0	1	0	0	0	0	0
Zotu6616	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	19	0
Zotu1774	2	1	6	0	0	3	2	2	3	8	5	2	0	6	16	2	4	2	3	5	1	2	0	0
Zotu8106	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10700	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu17046	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0
Zotu5169	2	0	0	0	1	2	3	3	1	11	0	3	0	3	6	0	0	0	0	0	0	1	0	0
Zotu7514	1	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	2	1	0	0	0	0	3	1
Zotu5290	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	2	1	1	2	0	3	0	4	0
Zotu12056	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0
Zotu9088	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1
Zotu18490	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu11124	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	1	2	0	0	0	0
Zotu17483	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
Zotu15459	0	1	2	3	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0
Zotu7639	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
Zotu14908	0	0	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	4	0	0
Zotu5708	2	1	1	2	0	3	0	2	0	0	1	0	0	1	0	0	1	0	0	0	1	3	0	1
Zotu1608	2	11	4	7	5	3	2	2	3	2	2	0	1	5	14	2	1	2	5	0	0	2	0	2
Zotu7483	0	0	1	1	0	0	0	1	0	1	3	0	0	1	0	1	1	2	3	0	0	0	0	0
Zotu2339	1	3	3	2	3	3	0	2	5	2	0	2	3	0	2	0	1	0	5	0	0	2	1	0
Zotu15456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu11434	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
Zotu16399	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1
Zotu8431	0	0	2	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0
Zotu2784	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1
Zotu10476	1	0	0	0	1	2	2	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0
Zotu10512	2	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0
Zotu7655	0	0	1	1	1	1	1	0	2	1	0	0	0	0	2	0	0	0	2	0	0	1	1	0
Zotu3985	0	1	0	0	2	0	2	0	0	1	0	0	1	0	0	0	4	4	2	1	1	0	0	1
Zotu18485	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu15750	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu12962	1	1	0	1	0	0	0	0	2	4	0	0	1	3	0	0	0	0	0	0	0	1	0	0
Zotu8732	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0
Zotu5010	1	0	1	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	3
Zotu13429	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu4676	2	0	3	4	0	1	6	0	1	1	0	0	0	1	2	0	1	1	1	1	0	3	0	0
Zotu13928	1	0	0	0	1	1	1	1	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1
Zotu14356	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu12919	2	0	1	3	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu17527	1	4	1	0	4	1	1	1	0	0	0	2	2	2	3	0	0	0	0	0	0	0	0	0
Zotu1960	3	2	1	3	1	1	0	2	5	1	3	2	6	2	2	2	3	2	5	2	11	1	11	11
Zotu9534	1	1	0	1	1	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0
Zotu11052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9882	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	3	0	3	0	0
Zotu7127	0	0	0	1	0	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0
Zotu9961	2	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8553	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	4	1	1	0
Zotu1280	1	13	13	3	4	2	4	1	0	0	0	0	1	0	6	0	3	22	2	0	0	3	9	1
Zotu17010	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu11054	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	1	0
Zotu2860	0	0	1	0	3	3	1	0	0	4	3	1	0	11	3	1	1	0	1	1	0	0	1	1
Zotu5846	1	0	0	2	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	1	1
Zotu7286	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	12	4	0	1	1	0	0	0	1
Zotu14482	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0
Zotu2461	2	2	4	2	1	1	3	3	3	3	1	0	4	7	1	2	0	2	0	1	0	4	0	2
Zotu1841	0	0	2	4	0	1	0	0	2	3	0	8	3	1	1	3	5	2	0	2	4	0	2	5
Zotu11279	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
Zotu1439	1	1	12	0	1	0	0	2	0	3	6	2	0	0	0	4	0	1	49	1	1	1	1	5
Zotu6449	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
Zotu5488	1	1	1	1	0	0	2	1	0	0	2	0	0	1	0	3	0	0	1	0	0	0	0	0
Zotu16403	2	1	1	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	3	0	1	0
Zotu5663	1	0	3	0	4	0	0	2	1	1	1	0	0	1	0	0	0	2	1	0	0	0	0	0
Zotu9857	2	0	1	1	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0
Zotu3299	0	0	1	0	0	0	2	0	1	0	1	2	0	1	0	1	0	1	1	0	0	1	0	1
Zotu7500	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	24	0
Zotu4741	0	1	1	1	2	0	1	0	3	1	2	0	0	1	1	1	4	0	0	1	0	0	0	1
Zotu12874	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu6689	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	9	0	1	0
Zotu6761	0	1	0	1	2	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu10018	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
Zotu10038	1	1	0	2	0	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Zotu18369	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Zotu4985	1	1	1	1	0	2	0	1	3	0	1	3	1	0	0	1	0	0	2	2	0	1	0	3
Zotu4344	2	2	1	0	0	0	1	1	5	0	3	1	2	0	0	0	0	0	0	1	1	2	0	0
Zotu18344	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu6563	0	1	5	4	0	0	0	0	0	0	1	1	0	0	0	1	3	2	0	0	0	0	0	0
Zotu13046	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0
Zotu2592	2	1	0	6	1	0	34	2	1	3	1	1	2	1	3	3	0	3	1	0	0	0	0	0
Zotu15856	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
Zotu6258	0	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	2	0	6	1	0	0	0	0
Zotu3135	0	0	0	1	0	0	2	0	2	4	3	0	0	1	1	0	2	1	3	0	0	0	0	1
Zotu17581	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Zotu8341	2	0	0	0	1	0	0	4	0	1	0	0	0	0	0	1	1	1	0	2	0	1	0	0
Zotu16784	1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0
Zotu16305	0	0	2	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu14741	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5110	1	3	0	0	0	0	0	0	0	2	0	0	0	10	14	0	1	0	0	1	0	0	0	0
Zotu14171	1	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	0	1
Zotu14737	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	0	0
Zotu3036	1	2	2	2	3	2	8	1	5	4	3	2	2	7	3	0	1	0	3	0	0	0	5	0
Zotu6688	1	0	3	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Zotu5471	1	0	2	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	2	0	0	1	0	0
Zotu18337	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1602	0	1	2	1	0	0	1	4	0	0	1	10	3	1	0	12	2	3	1	2	0	0	3	5
Zotu4212	2	0	1	0	3	1	0	1	1	4	0	2	1	1	0	1	0	2	1	0	1	0	0	0
Zotu7969	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	3	0	0	2
Zotu13005	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
Zotu15960	1	3	0	1	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
Zotu4229	1	0	0	1	0	2	1	0	0	1	1	2	1	1	1	1	2	1	1	0	0	0	0	3
Zotu9226	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	1
Zotu11055	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0
Zotu13560	0	1	1	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu10218	1	0	0	0	0	0	0	1	2	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1
Zotu1328	2	1	2	2	2	4	3	2	2	10	6	2	8	6	2	1	4	2	3	3	0	2	0	1
Zotu14791	0	1	0	1	2	1	1	1	0	1	0	0	0	0	0	0	3	1	0	0	1	3	0	0
Zotu10350	1	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0
Zotu13296	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	2	0	0
Zotu5837	0	0	0	0	3	5	0	0	2	0	0	3	3	0	0	0	0	0	0	0	1	1	0	0
Zotu7732	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0
Zotu8028	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1
Zotu3984	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	2	1	6	0	6	1
Zotu8015	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	0	0	2	0	2	0
Zotu9444	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1462	2	2	1	7	3	4	12	2	5	6	7	1	2	5	5	4	0	0	3	1	0	0	0	2
Zotu13685	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu12134	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	1
Zotu2895	1	2	2	2	0	3	4	1	1	6	1	0	1	0	2	0	0	0	0	0	0	0	7	0
