,X09_11S_N_C_0,X09_13S_N_C_0,X09_19S_N_C_1,X09_23S_N_C_1,X09_24S_N_C_0,X09_3S_N_C_1,X09_6S_N_C_1,X09_8S_N_C_0,X10_11N_N_N_0,X10_13N_N_N_0,X10_19N_N_N_1,X10_23N_N_N_1,X10_24N_N_N_0,X10_3N_N_N_1,X10_6N_N_N_1,X10_8N_N_N_0,X11_11N_N_N_0,X11_13N_N_N_0,X11_19N_N_N_1,X11_23N_N_N_1,X11_24N_N_N_0,X11_3N_N_N_1,X11_6N_N_N_1,X11_8N_N_N_0,X12_11N_N_N_0,X12_13N_N_N_0,X12_19N_N_N_1,X12_23N_N_N_1,X12_24N_N_N_0,X12_3N_N_N_1,X12_6N_N_N_1,X12_8N_N_N_0,X13_11N_N_N_0,X13_13N_N_N_0,X13_19N_N_N_1,X13_23N_N_N_1,X13_24N_N_N_0,X13_3N_N_N_1,X13_6N_N_N_1,X13_8N_N_N_0,X14_11N_N_N_0,X14_13N_N_N_0,X14_19N_N_N_1,X14_23N_N_N_1,X14_24N_N_N_0,X14_3N_N_N_1,X14_6N_N_N_1,X14_8N_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu411,37,3,0,0,0,1,17,3,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,1,0,0,0,3,1,0,0,0,0,0,0,0,6,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
Zotu1103,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,k__Fungi,p__Ascomycota,,,,,
Zotu43,5,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
Zotu265,2,0,0,0,0,0,27,43,0,0,0,0,0,0,0,357,0,0,2,0,0,0,0,42,0,0,0,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,
Zotu857,9,0,1,2,7,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Hydropisphaera,s__unidentified
Zotu151,13,12,0,0,1,5,3,11,26,4,1,0,0,1,21,10,3,7,8,8,3,17,14,26,0,8,21,2,2,21,7,23,5,9,2,0,8,33,60,23,17,11,8,2,8,49,96,53,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_toxicarium
Zotu21,10,0,0,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,2,0,12,0,0,0,0,0,274,41,2,0,1544,0,2,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,
Zotu85,19,1,0,6,0,0,28,59,16,0,1,0,4,1,35,0,3,0,0,0,26,2,0,2,0,4,29,1,0,14,2,1,482,5,148,0,12,16,25,3,3,4,3,6,0,20,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Dictyosporium,s__Dictyosporium_elegans
Zotu409,3,0,0,0,1,0,1,0,0,6,0,0,2,0,0,0,0,1,0,1,0,13,0,0,0,0,5,0,0,0,0,24,0,0,2,0,32,0,2,5,12,0,1,2,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
Zotu51,19,32,27,13,77,9,21,27,7,49,36,27,12,13,7,55,122,22,19,53,141,240,115,198,12,53,24,24,45,97,32,17,96,14,24,21,7,9,27,36,30,104,16,2,5,2,5,28,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Pseudopithomyces,
Zotu574,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,6,1,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu28,36,33,184,64,12,20,38,17,74,20,63,4,31,3,121,78,34,24,352,17,8,68,20,147,20,48,337,2,11,112,10,84,216,83,93,5,39,127,138,26,180,15,95,29,14,107,16,3,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__unidentified
Zotu52,15,2,1,0,5,19,17,4,11,12,28,3,28,157,7,202,38,140,8,11,8,143,97,152,15,48,0,9,24,65,11,91,68,24,5,5,1,45,26,46,27,2,10,33,2,21,38,15,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,s__Gibberella_avenacea
Zotu55,63,29,4,11,4,120,10,106,101,3,9,0,31,7,140,24,36,12,72,2,36,35,20,43,4,10,0,10,5,137,1,12,0,2,23,2,63,216,32,19,0,4,6,70,0,95,29,7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__unidentified
Zotu662,86,1,0,0,3,0,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_pseudofriesii
Zotu16,5,1753,339,0,1,1,12,0,9,0,5,0,4,1,2,21,1,7,52,2,9,1,0,11,0,6,71,1,21,4,0,9,1,7,0,0,1,3,5,2,13,3,0,2,1,4,0,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,,
Zotu9,22,18,15,3,179,3,16,40,246,692,208,1,48,1312,65,781,88,26,2,0,7,169,11,42,23,72,2,16,62,137,233,6,147,118,2,0,14,91,787,20,58,117,0,13,1,3,560,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Lectera,
Zotu1,63,0,1,0,1025,21,1,0,1,0,1370,0,6801,0,480,0,0,1,0,2,11,0,0,0,0,0,0,2,1,1,0,0,0,0,2,39,0,0,0,1,0,0,1,1,0,1,2,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
Zotu451,11,3,27,1,2,6,2,2,0,0,4,0,3,0,0,3,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_leptospora
Zotu1419,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__unidentified
Zotu117,3,0,186,0,2,0,2,0,0,1,1,1,1,0,4,51,0,0,1,0,158,0,130,0,0,3,1,0,1,1,0,1,1,21,0,0,0,2,0,0,1,0,0,1,0,1,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,,
Zotu62,29,5,11,4,3,4,11,48,13,193,162,12,28,50,30,122,23,81,13,1,5,60,75,77,1,63,2,1,65,2,5,18,7,9,10,52,12,37,8,1,0,82,18,6,0,2,7,1,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_lacertarum
Zotu237,2,23,31,4,1,5,10,12,0,1,3,1,1,0,1,2,0,0,23,15,4,5,2,17,1,0,21,2,1,11,0,4,0,1,4,0,5,5,26,3,2,0,43,5,1,3,1,1,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,g__unidentified,s__unidentified
Zotu603,15,0,0,0,0,0,0,25,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,11,3,1,0,0,0,0,0,0,0,0,0,0,k__Fungi,,,,,,
Zotu1130,2,1,4,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,3,0,0,0,0,0,1,0,1,0,0,0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,
Zotu299,7,10,1,2,10,5,5,11,1,3,17,2,12,3,5,28,0,3,2,0,2,55,0,1,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__unidentified,s__unidentified
Zotu107,6,6,0,2,7,1,0,27,17,6,5,3,19,1,7,193,3,7,4,9,0,48,1,120,1,1,5,0,2,0,0,5,0,18,0,0,0,2,0,10,0,3,703,2,0,0,0,1,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_expansum
Zotu438,12,5,0,0,1,1,3,26,0,1,25,0,1,0,4,2,0,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Chaetosphaeronema,s__unidentified
Zotu490,17,3,5,4,4,0,1,3,10,10,3,2,4,31,0,0,2,0,0,0,12,0,0,0,0,0,0,1,5,9,0,0,0,8,1,0,5,1,1,8,0,0,5,2,0,0,0,1,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_cancerae
Zotu38,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__unidentified
Zotu732,51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_pseudofriesii
Zotu562,11,1,0,9,14,2,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Cryptocoryneum,
Zotu280,5,1,0,0,1,3,8,8,1,1,0,0,0,0,2,45,1,4,8,3,0,5,0,4,0,1,87,0,1,2,1,0,0,2,0,0,1,9,6,0,7,0,17,3,0,17,11,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
Zotu776,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_eurysporus
Zotu396,8,12,5,7,18,6,1,1,1,0,0,1,4,3,1,2,1,1,0,0,1,1,1,13,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,0,1,2,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,
Zotu40,16,1,0,7,0,35,14,90,357,0,29,0,17,0,151,0,25,0,29,0,72,36,0,75,42,1,279,15,8,65,5,7,534,4,70,1,3,59,106,194,34,0,0,28,12,139,2,3,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Glarea,s__unidentified
Zotu14,21,122,13,232,66,36,160,22,713,21,270,3,53,8,169,33,87,40,307,22,17,54,38,240,26,14,80,12,42,72,31,180,44,28,44,3,181,767,377,541,958,19,217,92,115,108,116,58,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Setophoma,s__Setophoma_terrestris
Zotu137,3,10,0,2,4,4,6,2,1,0,0,0,1,0,0,0,6,13,13,5,0,52,0,95,4,35,3,6,12,62,1,9,49,7,3,20,5,84,17,6,10,16,106,37,0,77,1,6,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudogymnoascus,s__unidentified
Zotu1141,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
Zotu996,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Neodendryphiella,s__Neodendryphiella_mali
Zotu53,8,42,28,20,16,13,9,30,4,8,3,25,23,17,10,100,1,5,122,33,8,39,2,15,3,19,39,0,9,41,0,16,5,205,63,4,339,15,3,22,0,14,32,10,259,9,0,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu654,1,5,2,0,3,2,0,1,3,0,0,0,2,0,3,0,0,2,0,1,3,0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,2,5,0,1,1,0,1,0,0,2,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,s__Plenodomus_biglobosus
Zotu852,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,0,0,6,0,0,0,7,0,1,3,2,2,2,1,0,0,4,0,5,0,1,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides
Zotu580,1,1,0,11,21,1,2,2,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__unidentified,g__unidentified,s__unidentified
Zotu1721,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_pseudofriesii
Zotu1281,3,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,5,0,1,2,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_elongata
Zotu530,47,4,0,0,0,3,1,1,0,0,2,3,0,0,0,0,0,1,0,33,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__unidentified
Zotu65,11,6,28,0,0,0,0,0,0,55,0,1,1,14,0,24,0,0,0,0,0,1,0,2,0,0,1,0,6,0,0,26,0,93,1,27,709,1,0,13,0,112,1,0,730,0,1,0,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
Zotu498,14,2,3,3,18,0,2,0,0,8,5,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__unidentified,s__unidentified
Zotu1202,1,3,1,0,0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Ramicandelaber,s__unidentified
Zotu172,3,3,18,3,0,5,0,11,7,24,4,56,0,0,1,0,3,2,31,10,0,0,0,5,1,49,7,7,0,0,0,22,0,11,3,9,18,1,0,21,73,1,3,22,0,25,0,1,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara,s__Chalara_hughesii
Zotu1067,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Nidulariaceae,g__Cyathus,s__Cyathus_stercoreus
Zotu4,7,2,1,3,9,9,2,4,9,1,1,3,5,1,199,3,307,9,4,1,1,92,653,70,1363,496,81,1397,25,1811,942,637,1863,37,20,4,1,43,83,269,68,8,31,27,26,5,511,371,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__Bipolaris_sorokiniana
Zotu1730,4,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Pellidiscus,s__Pellidiscus_pallidus
Zotu166,19,2,0,0,2,0,0,2,1,2,0,48,2,5,20,22,0,285,3,1,1,22,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Dactylella,s__unidentified
Zotu87,3,28,0,0,0,0,31,20,0,0,0,0,0,0,22,0,0,0,0,0,0,1,10,0,2,0,2,0,0,6,16,0,1,0,3,0,0,6,860,0,0,1,0,0,0,1,4,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,s__Talaromyces_minioluteus
Zotu1499,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_spadiceogrisea
Zotu669,5,1,0,2,1,0,0,1,0,2,2,2,1,0,0,0,1,0,10,0,5,0,0,0,0,5,0,1,0,3,0,0,0,3,4,0,0,0,0,4,0,0,0,1,0,0,0,1,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,
Zotu189,9,2,2,4,91,2,0,216,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,1,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__Neoascochyta_rosicola
Zotu147,11,18,11,17,8,23,14,56,4,1,6,1,2,0,7,1,2,0,6,30,0,4,5,14,37,16,3,2,1,19,6,3,4,158,1,1,10,38,58,2,22,20,45,2,0,25,15,6,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea
Zotu276,15,1,12,19,2,2,6,5,1,1,6,0,0,4,0,17,0,0,30,0,9,2,0,10,1,2,40,0,0,1,0,2,0,1,1,2,7,8,1,1,31,1,0,3,0,1,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__unidentified
Zotu774,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,0,0,0,1,3,2,0,0,0,0,7,0,0,0,1,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
Zotu247,5,10,1,5,0,0,2,5,8,0,2,14,0,0,1,3,10,0,3,33,0,0,0,38,0,2,20,1,3,0,0,26,7,0,3,7,2,0,2,17,8,0,89,18,8,0,8,18,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__unidentified
Zotu611,2,7,1,0,0,1,3,17,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,1,1,0,0,5,1,0,0,1,2,0,0,5,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,
Zotu332,0,4,6,0,3,4,3,46,1,0,1,1,1,0,3,2,6,1,2,4,61,7,10,7,10,4,7,0,6,0,3,0,0,31,0,1,2,2,0,0,40,5,0,1,0,2,0,1,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,
Zotu1619,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,
Zotu1235,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,1,0,0,0,0,0,0,0,0,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,
Zotu155,6,0,0,1,22,12,24,0,37,0,15,0,50,2,12,4,14,7,16,0,13,7,27,10,4,0,4,16,3,69,0,5,0,2,2,24,0,15,1,5,17,6,1,16,3,4,3,1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
Zotu1692,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,
Zotu76,9,14,14,14,61,4,50,19,33,2,1,0,7,120,11,53,7,105,109,16,37,21,27,28,12,25,6,7,11,18,3,26,4,9,1,5,23,9,21,15,80,0,3,11,1,11,3,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,
Zotu443,0,2,0,1,2,1,0,0,0,0,0,0,0,0,5,0,0,13,30,1,0,3,0,3,0,0,0,0,40,4,0,0,0,0,1,0,0,17,0,0,0,2,0,0,0,1,0,1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_flanaganii
Zotu114,8,0,8,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,24,401,0,0,0,0,1,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,381,0,0,11,0,0,0,357,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,
Zotu1546,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__Acremonium_roseolum
Zotu344,7,1,56,3,0,1,2,22,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,19,2,0,0,0,0,1,0,0,0,0,1,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__unidentified
Zotu385,4,1,4,0,0,1,5,0,3,2,4,0,0,0,12,4,0,0,7,3,1,6,10,3,0,0,20,0,0,18,0,1,5,6,1,0,2,11,5,1,12,0,1,1,0,9,3,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,
Zotu329,5,3,1,8,4,2,2,2,1,11,5,10,9,3,1,8,1,6,5,9,0,7,4,8,3,7,0,0,8,0,1,1,16,0,0,33,1,0,2,1,1,3,0,1,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__Ochroconis_mirabilis
Zotu1633,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,5,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,
Zotu642,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,31,0,1,1,0,0,0,0,1,0,0,1,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,
Zotu58,25,13,28,4,46,0,67,19,16,0,2,0,2,38,10,3,1,0,598,4,53,13,43,10,9,388,0,0,23,50,67,0,0,18,18,3,20,1,4,12,1,0,1,1,0,5,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__Preussia_terricola
Zotu347,2,1,57,1,0,0,0,2,6,0,0,2,8,0,0,2,0,1,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Chloridium,s__unidentified
Zotu487,2,0,0,0,0,1,0,0,5,0,10,1,0,0,37,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,4,28,0,1,1,0,0,0,2,0,1,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,,
Zotu1601,13,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__unidentified
