,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu29,61,64,20,79,101,72,65,30,34,219,31,80,20,112,58,192,19,104,31,95,48,135,18,77,25,43,39,135,5,95,89,103,65,70,40,21,115,61,166,127,40,404,19,75,28,73,20,60,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,
Zotu4652,7,0,1,8,0,3,3,0,0,3,0,1,0,8,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__cvE6,,
Zotu6495,1,0,5,0,3,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,6,0,1,0,1,0,0,0,0,3,0,D_0__Bacteria,D_1__Armatimonadetes,D_2__Fimbriimonadia,D_3__Fimbriimonadales,D_4__Fimbriimonadaceae,D_5__metagenome,D_6__
Zotu213,21,6,8,19,3,5,0,6,5,3,5,3,0,2,11,40,13,1,1,7,3,9,22,9,14,7,3,14,2,12,7,18,30,10,4,13,2,5,90,20,21,6,1,17,5,17,100,18,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__uncultured,D_6__uncultured Gemmatimonadales bacterium
Zotu75,47,28,36,51,30,19,26,22,60,7,28,1,49,15,32,38,106,29,54,49,278,32,29,101,20,35,11,21,27,49,44,97,15,72,39,13,19,51,7,41,0,63,9,0,2,6,25,10,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,,
Zotu56,58,52,122,188,71,33,41,55,52,56,66,139,26,29,60,56,47,3,0,48,15,27,32,22,34,9,58,0,15,25,2,12,51,98,46,43,30,33,1,35,40,18,13,23,113,43,45,70,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,
Zotu106,5,4,9,2,3,1,11,2,6,4,3,1,8,1,2,4,248,71,26,34,108,29,878,124,40,34,1,13,15,3,6,9,2,3,1,0,2,3,1,0,9,1,2,0,1,1,4,156,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Massilia,
Zotu15971,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,
Zotu82,98,11,10,68,37,40,110,11,13,25,19,28,8,43,23,21,3,15,25,165,27,14,8,5,17,14,15,376,82,28,43,12,15,15,10,5,30,59,33,21,9,10,27,38,8,11,5,18,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Planococcaceae,D_5__Lysinibacillus,
Zotu6834,1,1,0,0,0,6,0,0,0,0,2,0,7,2,0,0,0,0,0,2,0,0,0,0,8,1,0,3,2,0,1,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,2,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Kaistiaceae,D_5__Kaistia,
Zotu5135,13,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,7,0,2,12,0,0,0,5,0,2,0,0,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,
Zotu152,11,10,7,21,13,10,8,8,14,5,4,2,7,4,9,9,17,29,18,20,20,49,42,31,38,33,15,1,6,24,29,50,13,40,5,9,40,58,10,23,14,41,15,13,1,25,12,36,D_0__Bacteria,D_1__Chloroflexi,D_2__Gitt-GS-136,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu155,21,14,21,37,16,27,24,21,19,15,23,15,12,10,42,25,19,14,16,10,5,15,12,9,21,14,11,34,8,11,11,23,25,23,11,12,29,19,25,19,42,20,45,59,35,29,23,29,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Mesorhizobium,
Zotu108,17,20,8,4,3,15,8,5,22,29,49,4,3,21,24,54,1,18,2,4,0,15,0,7,28,21,18,4,1,17,0,12,59,84,78,3,8,18,0,170,33,81,22,18,1,48,14,24,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,
Zotu2627,8,1,2,13,0,2,4,2,5,0,0,0,0,0,0,0,0,0,1,15,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,2,16,0,0,0,0,0,0,2,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
Zotu2680,1,2,2,2,0,0,1,1,1,0,2,0,13,0,5,1,0,14,2,4,4,2,8,1,2,4,2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,
Zotu1156,11,17,8,23,11,5,9,4,3,2,1,7,8,9,5,4,2,2,4,2,1,3,0,1,0,2,1,1,21,0,1,0,0,5,2,1,2,0,0,0,0,6,0,1,0,2,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__IS-44,
Zotu2649,2,3,4,4,1,0,2,1,1,2,3,2,1,3,5,2,1,0,3,0,1,3,1,2,0,0,1,1,0,2,0,1,2,1,2,1,1,1,1,6,5,1,0,2,3,1,3,4,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu691,6,5,3,9,1,1,5,0,10,5,2,3,3,1,2,4,8,5,1,10,1,3,4,6,28,7,1,0,1,11,6,7,9,3,1,5,4,15,2,8,3,11,4,2,2,7,13,4,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,,,
Zotu1205,18,9,3,3,4,6,4,3,3,3,6,1,1,4,6,61,2,0,0,0,2,1,0,0,1,0,3,0,1,1,0,1,2,2,4,1,7,4,1,1,2,2,1,6,1,0,1,4,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,,
Zotu4612,1,1,1,0,0,0,3,3,0,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2,0,0,2,0,0,0,0,0,3,0,0,1,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,
Zotu668,9,12,3,11,24,17,12,6,10,1,19,2,2,4,11,5,6,0,3,3,8,7,9,7,8,2,8,0,3,7,0,6,11,5,11,2,4,12,2,7,0,4,2,5,4,11,21,3,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,
Zotu2020,4,3,1,2,5,2,4,1,6,0,8,1,8,9,2,2,2,1,1,1,0,1,0,1,2,3,0,7,12,1,7,2,0,2,1,6,2,1,0,1,0,2,0,0,0,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Devosiaceae,,
Zotu11034,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Fibrobacteres,D_2__Fibrobacteria,D_3__Fibrobacterales,D_4__Fibrobacteraceae,D_5__possible genus 04,D_6__metagenome
Zotu1007,6,6,14,10,4,9,14,17,9,3,10,2,8,1,2,6,4,2,2,5,1,5,3,6,0,0,2,0,1,1,1,1,4,5,3,5,7,5,4,0,1,3,7,4,2,0,3,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__Rhodoplanes,
Zotu724,4,2,0,4,2,0,1,33,0,1,38,0,7,4,1,0,1,24,1,0,0,4,1,0,4,43,0,24,20,1,10,3,8,0,1,5,4,0,2,17,0,4,3,1,1,1,0,3,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,
Zotu1525,70,5,9,8,1,3,2,5,8,1,1,2,3,2,1,12,7,2,2,2,3,0,1,1,1,3,0,0,0,0,3,1,1,1,0,4,0,2,3,0,0,2,1,0,0,1,1,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Ferruginibacter,
Zotu1723,2,3,10,7,5,6,6,6,11,9,2,4,2,3,3,10,3,0,0,2,3,1,2,0,0,2,0,0,0,2,0,1,2,1,1,2,1,1,1,1,0,2,0,0,1,4,7,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
Zotu1239,12,15,1,8,1,0,11,6,7,1,1,0,4,2,0,6,12,3,4,4,1,3,4,3,1,3,0,0,3,5,0,1,0,0,5,1,0,5,0,0,0,33,0,1,0,5,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Lechevalieria,
Zotu4231,1,4,4,2,2,2,2,2,0,1,1,1,2,0,1,4,1,1,2,1,2,1,0,1,2,0,0,0,1,1,3,1,2,2,1,1,1,0,2,0,0,1,0,0,0,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__uncultured,D_5__uncultured bacterium,D_6__
Zotu1668,4,0,3,2,0,2,2,3,7,3,6,0,2,3,1,0,3,1,3,10,0,2,2,5,5,2,2,0,0,6,0,4,4,2,4,4,3,4,2,4,4,6,3,1,0,3,4,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 11,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu5329,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,5,0,0,1,1,5,0,0,2,0,2,4,1,1,0,0,0,0,1,23,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Parafilimonas,D_6__uncultured bacterium
Zotu79,134,59,86,152,108,30,45,124,46,105,23,73,33,9,9,45,24,14,75,37,19,22,12,16,13,13,4,8,8,9,6,7,26,27,42,44,70,33,3,14,12,27,14,28,9,11,20,3,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__Rhodoplanes,Ambiguous_taxa
Zotu5914,0,0,1,0,0,0,1,0,1,0,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,5,1,1,5,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__Ktedonobacterales,D_4__Ktedonobacteraceae,D_5__1921-3,D_6__uncultured bacterium
Zotu1114,18,16,6,12,14,4,11,11,4,5,1,3,6,0,2,3,6,1,3,6,2,1,1,1,3,2,0,0,2,1,0,2,0,2,2,2,5,0,0,0,0,7,2,1,6,1,4,4,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,,,,
Zotu956,14,13,8,17,16,9,7,5,9,2,0,2,1,1,1,5,8,0,2,4,2,6,12,4,7,2,2,0,1,2,2,1,9,3,3,3,6,6,0,2,3,2,1,2,0,7,1,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__ADurb.Bin063-1,
Zotu434,18,17,20,17,12,10,23,15,11,17,14,6,21,9,6,8,4,2,3,13,2,8,4,8,4,2,1,1,2,5,2,4,6,10,8,9,5,5,0,4,8,21,6,24,0,9,6,6,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiales Incertae Sedis,D_5__Nordella,Ambiguous_taxa
Zotu617,11,2,2,2,3,11,8,6,10,4,7,0,8,7,6,8,8,2,3,4,5,8,12,8,16,4,8,1,2,11,4,6,7,5,1,3,4,15,2,5,8,3,7,6,0,14,3,4,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Hyphomicrobium,
Zotu14472,3,0,2,1,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,D_6__metagenome
Zotu14594,8,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Simkaniaceae,,
Zotu833,4,3,10,1,0,5,2,7,5,6,10,5,2,7,6,10,10,0,0,2,0,9,4,5,8,1,4,0,1,6,1,3,9,11,7,2,5,8,0,9,5,14,3,4,7,9,7,14,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,,,
Zotu7119,3,0,0,0,1,0,1,0,0,0,1,0,3,1,0,1,1,0,0,0,1,0,0,0,0,7,0,1,7,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,D_6__metagenome
Zotu476,15,10,4,20,7,1,6,12,6,4,13,0,7,3,7,9,16,34,7,8,9,14,18,28,10,16,2,4,0,23,9,17,9,13,9,10,11,20,11,4,0,2,2,3,0,3,30,3,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,
Zotu1596,11,5,3,3,2,5,3,1,8,8,0,1,0,0,2,4,0,1,1,1,0,0,0,0,7,2,0,0,0,1,0,0,3,4,0,5,15,3,0,4,0,2,0,4,0,7,1,1,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Terrimonas,D_6__metagenome
Zotu275,39,19,27,86,37,18,39,28,29,16,15,53,14,14,17,35,6,9,4,27,20,25,13,9,11,10,20,2,5,30,2,26,23,20,20,19,9,16,2,25,5,6,4,9,14,7,4,23,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,D_6__uncultured Acidobacteriaceae bacterium
Zotu5739,1,1,4,0,7,2,3,1,1,1,3,1,0,0,2,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2,1,1,16,1,0,2,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Frankiales,D_4__uncultured,,
Zotu4077,1,0,5,3,3,3,3,1,4,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,2,0,3,1,7,3,0,5,7,4,0,1,0,1,0,0,0,3,1,3,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
Zotu8016,5,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Microscillaceae,D_5__Ohtaekwangia,D_6__uncultured Bacteroidetes bacterium
Zotu124,7,13,14,25,14,7,14,12,16,4,14,6,20,13,17,17,25,41,53,74,40,41,31,30,18,62,15,20,16,39,23,61,10,24,15,47,28,50,15,24,6,18,42,18,4,11,19,7,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,
Zotu47,24,27,18,30,56,48,23,10,13,82,14,60,10,99,36,64,6,36,75,48,81,129,8,51,14,24,40,105,12,71,134,52,22,47,26,19,299,26,165,78,16,175,13,32,20,60,13,35,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,
Zotu13300,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Longispora,D_6__uncultured bacterium
Zotu1013,8,7,10,29,12,16,13,10,11,9,11,9,9,8,1,8,2,0,1,3,0,2,1,0,2,2,0,0,1,1,0,1,3,5,9,8,4,5,0,2,1,2,3,1,0,1,1,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,
Zotu5904,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,1,0,6,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,1,D_0__Bacteria,D_1__Chloroflexi,D_2__Gitt-GS-136,Ambiguous_taxa,D_4__,D_5__,D_6__
Zotu1895,4,6,15,9,10,3,6,5,11,11,5,16,4,5,1,2,8,12,1,10,11,1,0,4,4,2,7,1,2,3,2,5,7,2,1,4,8,5,0,1,0,7,13,3,4,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,,
Zotu50,54,53,74,34,63,64,29,51,62,43,43,9,24,40,34,47,54,34,51,39,67,76,46,66,58,45,58,33,29,66,25,66,107,63,26,49,57,49,21,56,62,30,46,37,30,46,56,32,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Nitrosomonadaceae,D_5__mle1-7,
Zotu1902,1,5,4,2,0,2,0,2,1,1,0,0,0,0,1,2,2,0,1,0,0,3,0,5,0,3,2,0,1,2,0,11,7,5,1,4,0,5,0,13,0,11,0,2,1,0,2,3,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,D_6__uncultured bacterium
Zotu2196,4,1,0,1,1,2,3,0,0,9,2,6,0,2,2,1,1,4,2,1,2,1,0,1,3,1,4,4,0,2,2,3,1,1,1,2,3,1,2,1,0,0,4,2,1,2,5,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__Rhodospirillaceae,D_5__uncultured,
Zotu3621,4,1,2,1,1,0,0,2,1,0,0,0,0,2,1,1,0,0,2,0,1,2,4,4,4,1,0,1,1,0,1,2,2,0,1,0,0,0,1,2,2,0,4,1,1,1,3,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,,
Zotu37,49,50,30,26,18,103,57,30,77,59,44,35,24,36,98,54,40,33,45,15,31,94,58,62,95,51,74,61,51,88,39,63,119,89,65,31,70,86,74,104,182,52,64,130,72,127,68,112,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__Pseudolabrys,
Zotu755,7,16,8,4,12,3,1,6,5,2,12,1,7,1,6,6,4,7,1,15,15,8,8,11,7,5,6,3,8,4,5,9,4,7,6,13,11,13,8,1,2,5,9,2,4,2,8,9,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__TRA3-20,D_5__uncultured Alcaligenaceae bacterium,D_6__
Zotu251,13,10,7,18,6,6,16,9,7,3,25,9,14,6,20,23,11,31,13,18,17,21,24,26,28,13,5,19,5,23,36,10,11,9,11,14,17,40,18,4,0,5,2,3,1,5,21,7,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Ramlibacter,
Zotu8076,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0,3,0,0,0,0,1,0,0,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,1,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured Chloroflexus sp.,D_4__,D_5__,D_6__
Zotu60,98,85,55,29,33,45,77,80,83,97,66,79,40,123,83,60,6,0,7,15,0,12,13,3,29,9,53,2,18,31,0,3,73,41,68,25,39,16,0,8,71,47,27,12,49,66,45,55,D_0__Bacteria,D_1__Nitrospirae,D_2__Nitrospira,D_3__Nitrospirales,D_4__Nitrospiraceae,D_5__Nitrospira,
Zotu13781,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Berkiella,D_6__uncultured bacterium
Zotu3102,6,1,6,2,1,2,0,1,4,3,1,0,1,1,0,2,3,2,1,1,1,1,1,1,1,0,1,0,0,3,0,1,1,1,0,1,5,1,1,0,0,0,0,1,0,0,2,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,
Zotu70,75,61,59,47,16,64,43,39,29,67,73,93,7,51,105,55,11,2,20,9,2,36,15,11,28,7,73,2,13,18,1,12,77,54,65,27,9,17,6,123,60,38,20,50,101,74,71,76,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,
Zotu11967,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Acidiferrobacterales,D_4__Acidiferrobacteraceae,D_5__Sulfurifustis,D_6__uncultured bacterium
Zotu2505,0,0,1,1,0,1,0,0,0,4,1,1,11,5,2,0,0,4,0,0,0,0,0,0,1,2,0,1,0,0,3,8,1,14,0,11,0,2,0,0,0,4,4,0,0,0,5,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Ochrobactrum,
Zotu4415,2,3,4,4,0,0,0,5,2,0,0,0,3,2,0,1,0,2,0,8,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Hyphomicrobiaceae,D_5__Pedomicrobium,D_6__uncultured bacterium
Zotu159,11,25,27,17,20,9,64,24,25,32,20,15,38,13,20,18,27,39,12,16,11,19,7,13,11,25,5,31,9,5,15,15,24,17,8,24,23,36,15,10,7,23,32,16,14,18,12,7,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,
Zotu2336,2,2,0,2,4,0,0,4,2,3,2,0,6,2,1,6,3,1,2,1,1,0,0,2,2,1,0,3,5,0,6,1,0,1,0,5,1,0,0,1,0,0,0,0,0,1,0,2,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Caulobacterales,D_4__Caulobacteraceae,D_5__Phenylobacterium,
Zotu5966,0,0,1,0,2,2,1,0,1,0,0,1,1,0,0,0,1,0,3,1,0,4,0,0,1,2,0,0,0,0,0,6,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,,,,
Zotu902,2,5,3,2,12,5,3,0,1,6,0,4,1,10,7,4,2,7,5,5,9,12,2,4,0,3,2,14,0,7,6,2,3,4,2,1,55,4,7,7,0,28,1,2,4,1,0,7,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,
Zotu5642,2,0,0,3,0,2,0,2,1,1,1,1,0,2,0,0,1,4,7,2,0,0,1,1,1,0,0,0,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__Rubinisphaeraceae,D_5__SH-PL14,
Zotu3746,2,1,2,0,0,2,2,0,1,1,3,0,1,0,0,3,2,0,2,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,1,1,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,D_6__uncultured bacterium
